date,timestamp,ticker,price,gamma_oi,gamma_vol,gamma_dir,charm_oi,charm_vol,charm_dir,vanna_oi,vanna_vol,vanna_dir
2026-04-14T05:00:00.000Z,2026-04-14T14:25:00.000Z,SPX,6935.00,101517463984.6100,119483386270.0400,20605090770.2000,-9430827843603.4300,-9918641757752.6000,191630130230.6500,462682106.0467,344236024.4458,-61903466.7120
2026-04-14T05:00:00.000Z,2026-04-14T14:30:00.000Z,SPX,6935.00,122255699528.9200,130452198603.3000,21390596802.2400,-9745526854697.9100,-10652981339445.6300,246979940586.6000,220429616.7211,341796931.4275,-98233928.0410
2026-04-14T05:00:00.000Z,2026-04-14T14:35:00.000Z,SPX,6940.00,109045139690.9700,145096466854.4900,24432105382.6400,-9552723510880.9900,-10836420947781.5900,462787756079.7100,772460788.0291,338941728.0115,-110647410.8947
2026-04-14T05:00:00.000Z,2026-04-14T14:45:00.000Z,SPX,6940.00,140360820342.3600,148607419409.0000,23675370540.1000,-10309571236001.7500,-13394277068445.2500,365524245844.9700,181735663.0176,438616670.0530,-106266971.1283
2026-04-14T05:00:00.000Z,2026-04-14T14:50:00.000Z,SPX,6940.00,112793637782.2400,166247708209.7800,25373969213.3400,-10215735715486.0800,-13422183955628.0600,670042759578.6000,381584088.8874,432678107.5847,-109779369.9452
2026-04-14T05:00:00.000Z,2026-04-14T14:55:00.000Z,SPX,6940.00,108707207862.9100,193620636797.0900,28836439593.9800,-10180472953833.4000,-14296634770158.0700,601986402218.8900,437356407.9772,479849787.5603,-105398076.3917
2026-04-14T05:00:00.000Z,2026-04-14T15:00:00.000Z,SPX,6940.00,98570155645.5300,188019910780.9100,29246371319.4000,-10182838675247.3900,-15088640772040.4200,535771309386.1000,218190950.7367,463994686.8190,-108532532.8279
2026-04-14T05:00:00.000Z,2026-04-14T15:05:00.000Z,SPX,6935.00,73854788752.1800,188166938551.4400,29212038553.2700,-10935712745370.2600,-16873136608333.1700,217171293086.5000,875105894.9588,545461414.2785,-93760466.3543
2026-04-14T05:00:00.000Z,2026-04-14T15:10:00.000Z,SPX,6935.00,105633520763.8100,162796446303.2700,28566469937.6500,-10537955523348.0900,-17824188234987.8800,316485075222.1400,421506591.7835,581868429.4744,-101962736.3570
2026-04-14T05:00:00.000Z,2026-04-14T15:15:00.000Z,SPX,6940.00,91459852110.0900,181815732689.3800,29866591615.0700,-10613584143123.9700,-17366771733584.6400,610802961284.0300,396643657.1429,520964237.0881,-109297789.5248
2026-04-14T05:00:00.000Z,2026-04-14T15:20:00.000Z,SPX,6945.00,116522758355.3900,227917674653.7400,31409760303.5200,-10575678270705.1400,-17437443902976.4200,1059005047983.6200,380112712.0953,514053346.6370,-113776943.6618
2026-04-14T05:00:00.000Z,2026-04-14T15:25:00.000Z,SPX,6950.00,115823970549.9500,279792168050.8600,40569342720.0500,-9867034128509.3700,-17567535188182.8600,1347317773425.5800,349776740.6467,464910134.5660,-123190776.0507
2026-04-14T05:00:00.000Z,2026-04-14T15:30:00.000Z,SPX,6950.00,106305484002.2500,292445529794.3200,35464143086.3000,-10233566542862.2800,-18932732693626.9100,1396853423227.3500,607609128.6829,530317031.1896,-121249730.7217
2026-04-14T05:00:00.000Z,2026-04-14T15:35:00.000Z,SPX,6950.00,144559964540.0600,292620536000.4400,37175444850.5600,-10229553513023.5900,-19197315147116.8600,1354989816177.9500,70336661.4438,491541351.3141,-116122123.0542
2026-04-14T05:00:00.000Z,2026-04-14T15:40:00.000Z,SPX,6950.00,110590545015.1800,300841707132.5600,39480956499.2500,-10133718802288.4900,-20082928554272.0900,1366879741579.2700,210181131.5076,514119730.8084,-120774210.1513
2026-04-14T05:00:00.000Z,2026-04-14T15:45:00.000Z,SPX,6955.00,109151373738.9300,311430319400.2400,40996771432.7300,-10036333757481.3500,-19317995216192.5400,1865442759803.9800,318183985.2400,475834378.2828,-130630113.5866
2026-04-14T05:00:00.000Z,2026-04-14T15:50:00.000Z,SPX,6960.00,122154950332.0900,320071956079.8300,43816927179.8600,-10559026699611.8200,-20464605627864.4800,1949494707489.0600,672205516.7156,504177696.6727,-144145378.1621
2026-04-14T05:00:00.000Z,2026-04-14T15:55:00.000Z,SPX,6955.00,101572520607.3000,329904474980.2000,46217388482.2300,-10044707555400.9200,-19362493724337.8700,2412279890772.0500,636428894.0184,410402378.0621,-154780061.4749
2026-04-14T05:00:00.000Z,2026-04-14T16:00:00.000Z,SPX,6955.00,130997707460.3500,337627353344.2000,50960762851.5900,-10589464264158.7700,-23493058651985.8000,2200498846106.1300,484401733.5795,544704250.1785,-144944334.9083
2026-04-14T05:00:00.000Z,2026-04-14T16:05:00.000Z,SPX,6955.00,117295323858.8300,346907988523.6400,54124803187.1800,-10662999373167.5200,-24192284489423.7400,2172879649053.8800,326674716.1570,538581536.8253,-150174818.9788
2026-04-14T05:00:00.000Z,2026-04-14T16:10:00.000Z,SPX,6955.00,97611661175.7100,349196685057.4500,55642530235.8500,-10604291805808.9300,-24856051333450.7000,2225912700254.4800,307915540.3161,552562174.2953,-153957643.1577
2026-04-14T05:00:00.000Z,2026-04-14T16:15:00.000Z,SPX,6955.00,115334869641.1900,354342216593.0300,57150217920.0600,-11296754288636.3200,-25720695306713.7200,2234147361079.5400,356066601.7028,559976243.6222,-146257319.2695
2026-04-14T05:00:00.000Z,2026-04-14T16:20:00.000Z,SPX,6960.00,117654234806.2300,379780882933.4200,63135257239.9000,-10406390393700.0400,-24684979234811.6700,2995225429507.2800,407588895.1237,341785958.6839,-332627703.8414
2026-04-14T05:00:00.000Z,2026-04-14T16:25:00.000Z,SPX,6960.00,126230705892.7000,401892739903.7200,65528115748.7300,-10706027890983.1400,-25755925531619.8900,3189686020128.4700,120664976.0940,338178504.2077,-324770031.2682
2026-04-14T05:00:00.000Z,2026-04-14T16:30:00.000Z,SPX,6960.00,124026117631.6500,412485279697.0500,68818671744.5400,-10692669385076.1900,-27235807766331.0100,3284519033931.5600,296264454.2000,358452932.9147,-333524720.1296
2026-04-14T05:00:00.000Z,2026-04-14T16:35:00.000Z,SPX,6960.00,118255032610.2600,411566052804.0700,69312650643.7300,-11049937096684.4000,-28683131622197.1600,3351446798655.3300,315090269.2459,380273193.6104,-315402591.9242
2026-04-14T05:00:00.000Z,2026-04-14T16:40:00.000Z,SPX,6960.00,96319077997.2600,406672757447.8600,69888282549.9200,-11497325300836.5700,-29599892863459.1000,3217418703384.6800,205856719.6516,391005536.4069,-327069555.3934
